KKK011,2004:12:07::11:36:18,-81.9731,26.995,2700,108,349,0
KKK011,2004:12:07::11:40:18,-82.0961,27.1389,7900,180,300,5
KKK011,2004:12:07::11:42:18,-82.1967,27.1978,10300,193,303,-1
KKK011,2004:12:07::11:43:18,-82.2469,27.2253,11300,183,302,0
KKK011,2004:12:07::11:44:18,-82.2997,27.2544,12500,193,302,1
